response,emotional_acknowledgment,contextual_grounding,emotional_validation,supportive_intent,generic_empathy,emotional_overclaim,functional_empathy,eliza_risk,final_score
"Oh, that sounds incredibly disheartening and upsetting. It's truly a tough pill to swallow when people you have positive feelings for or admire reveal a side that is so unkind and hurtful to others.  It's completely understandable that this would be a ""big turn off"" for you. Discovering that someone you like engages in bullying behavior can really challenge your feelings towards them and make you question your perception. It speaks volumes about your own character that you're repulsed by such actions.  You're grappling with some difficult feelings right now, and that's perfectly valid. It's a tough situation when someone you care about acts in ways that go against your values. I'm here to listen if you want to talk more about it.",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh no, that is absolutely infuriating! I can completely understand why you'd be so disappointed and frustrated. Getting a new car is supposed to be exciting and reliable, not a source of stress and breakdowns.  It must be incredibly inconvenient to have it in the shop again so soon. What a headache! You have every right to feel let down.",0.8,0.9,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh, that's such a classic ""oh no!"" moment when you finally notice something like that! It's so easy for little things like a stain to go completely unnoticed when you're busy with school. And honestly, most people are so wrapped up in their own day that they wouldn't even see it.  It's completely understandable to feel a little bit like, ""Where did that come from, and who saw it?!"" when you found it, but truly, it happens to everyone. You're definitely not alone in that experience!",0.8,0.9,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh no, what an incredibly annoying thing to happen! Ripping your pants, especially when you're out and about, is such a frustrating and sometimes even a bit embarrassing experience.  Are you okay? How are you feeling about it? I hope you were able to manage the situation and get home comfortably.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh wow, that sounds like a really rough night and an incredibly upsetting experience to go through. It's completely understandable that you'd feel pretty shaken and embarrassed about that, especially with peeing yourself and blacking out.  Working a long opening-to-closing shift would absolutely exhaust anyone, and that exhaustion makes you so much more vulnerable to the effects of alcohol. It sounds like your body was just completely overwhelmed and reached its limit very quickly.  Blacking out can be a really frightening experience, and it's a clear sign that your body had too much to handle. While it's definitely a tough memory, please try to be kind to yourself. We all have moments where we push limits, especially when we're tired and trying to unwind.  How are you feeling about it now, a little while after it happened? It takes a lot of courage to even share something like this.",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"I hear you, and it sounds like you're carrying a really heavy burden right now, filled with shame. It's completely understandable to feel that way after what happened – taking the alcohol and then lying about it, especially when it involves your dad.  It's a difficult situation, and it's common for people, when caught in a moment of panic or fear, to try and cover things up, only to find themselves feeling even worse afterwards. That feeling of shame can be incredibly isolating, but acknowledging it, like you just did, is a significant first step.  Please know that I'm here to listen without any judgment. What's weighing on you most right now, or how are you feeling beyond the shame?",0.9,0.8,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh, now you've got my attention! I'm ready to be surprised. Please, tell me – I'm all ears!",0.0,0.0,0.0,0.8,0.0,0.0,0.2,-0.197375320224904,0.397375320224904
"Oh no, that sounds like such a cringeworthy moment, and it's completely understandable that you felt stupid having to go over there and explain what happened. Most people would dread that conversation!  Accidents happen so easily, especially when you're just trying to have fun and play with kids. It's tough when a simple game turns into something unexpected like that.  It actually takes a lot of integrity and courage to walk over there and be honest with your neighbors, even though it must have been incredibly awkward and embarrassing in the moment. You handled a difficult situation with honesty, and that's really commendable.",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh, that sounds like a truly cringe-worthy and mortifying experience to go through! It's completely understandable why you'd feel that way, especially when you reacted strongly and then realized it was all a misunderstanding. That moment of realization must have been incredibly awkward and embarrassing.  Please know that mishearings and misunderstandings like this happen to *everyone*. Our brains are constantly trying to make sense of the world, and sometimes they just fill in the wrong blanks, especially in noisy environments or when we're on high alert. It's a very human thing to do, and it's easy to jump to conclusions, particularly if you thought something offensive was said.  The fact that you immediately recognized your mistake and apologized profusely speaks volumes about your character. It shows that you're a person who cares about how you interact with others and that you're willing to take responsibility. Most people would genuinely appreciate that honesty and effort to make amends, rather than letting an awkward moment linger.  It's natural to replay these moments in your head and feel embarrassed, but try to be kind to yourself. You handled a difficult situation with grace by apologizing. Chances are, the other person understood it was an honest mistake and has already moved on. You did the right thing to rectify it.  Are you still feeling a lot of residual embarrassment, or are you just needing to vent about the whole awkwardness of it?",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh no, that sounds absolutely mortifying! I can only imagine that sinking feeling when you realized what had happened. For two whole hours, and with death metal too! What an incredibly awkward situation to be in.  It's so easy to make that kind of mistake, especially with the drone of the plane masking everything. And the fact that no one said anything just makes it even more cringe-worthy, I'm sure. Please don't beat yourself up about it though – I think almost everyone has had a similar moment of public tech mishap. At least you gave them an unforgettable soundtrack to their journey! It's definitely a story you won't forget.",0.9,0.8,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh no, that sounds incredibly frustrating and perhaps a bit unsettling! It's completely understandable to feel flustered when something like that happens, especially during a speech at work where the pressure can be high.  Please know that this happens to **so many people**, even experienced public speakers. Our brains can just sometimes freeze up under pressure or when we're trying to recall a lot of information. It's a very human moment, not a reflection of your capabilities.  While it might feel like a huge deal to you right now, most people are far more understanding and forgiving than we give ourselves credit for. They're likely just focused on the overall message or presentation, not a momentary pause.  How are you feeling about it now? Is there anything you want to talk about regarding the speech, or just vent about the experience? Be kind to yourself – you navigated a tough moment, and that takes resilience.",0.9,0.8,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh no, that sounds incredibly frustrating and disheartening. You put in so much effort preparing, and to have your nerves take over like that when it was time to shine must feel incredibly disappointing.  Please know that you're not alone in experiencing that. Performance anxiety is a very real and common thing, and it can affect anyone, no matter how well-prepared they are. Our bodies sometimes just react unexpectedly under pressure, even when our minds know exactly what to do.  It takes immense courage to even get up there and face a big presentation, and the fact that you prepared so diligently shows your dedication and capability. Don't let this one moment overshadow all the hard work you put in. Be kind to yourself today.",0.9,0.8,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh, that's such a tough feeling. Being left out can be incredibly painful and make you feel so alone. It sounds like she's going through a really difficult time.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, I completely understand that feeling! It can be a little strange when your usual routine shifts and the house feels a bit empty. It's totally normal to feel a bit adrift or unsure what to do with yourself when your family isn't around.  But you know, it can also be a unique opportunity to do some things just for you, or things that might be harder to do when everyone is home. What kind of mood are you in? Are you looking to:  *   **Relax and unwind?** (e.g., long baths, binge-watching a show, reading, quiet time) *   **Be productive or creative?** (e.g., tackling a project, learning something new, cooking) *   **Connect with others?** (e.g., meeting a friend, exploring a local event) *   **Or just embrace the quiet and see where the day takes you?**  There's no pressure to fill every moment, but sometimes a little inspiration can help. Whatever feels good and brings you a little comfort or joy is perfect.",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh, I'm so sorry to hear that you felt your company left you alone the other day. That must have been an incredibly sad and isolating experience. It's completely understandable to feel that way.  Would you like to talk more about what happened or how you're feeling now? I'm here to listen.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"I'm truly sorry to hear that you're going through such a difficult time. Divorce is an incredibly painful experience, and it's completely understandable to feel lost and alone right now. Losing a partner can feel like losing a huge part of your world, and it leaves a void that can be very hard to face.  Please know that even though it feels like you have no one, you're not truly alone. There are people who care about you, and there are resources available to help you navigate this. It takes a lot of strength to talk about what you're feeling, and I want you to know I'm here to listen.  Grief over a divorce is very real, and it's okay to feel whatever you're feeling. Be kind to yourself during this period. Is there anything specific on your mind, or would you like to just share more about how you're feeling? I'm here for you.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, that sounds incredibly tough and completely understandable. After two months of traveling and then arriving in a new place where there aren't many people, it's no wonder you're starting to feel a bit lonely and miss the familiar comfort of your friends and home.  Those feelings are so common when you're adjusting to a new environment, especially after a long journey. You've been through a lot of change and stimulation, and now in a quieter setting, it's natural for those deeper feelings to surface.  Please be kind to yourself right now. It takes time to settle in and build new connections.  *   **Perhaps reaching out to your friends and family back home** for a video call might help ease some of that longing, even for a little while. Hearing a familiar voice can do wonders. *   **When you feel up to it, maybe take a small step to explore your immediate surroundings.** Sometimes just familiarizing yourself with a new area, even in a small way, can help it feel a little less ""new"" and more like ""yours."" *   **Allow yourself to feel these emotions.** It's okay to miss home. It shows how much you appreciate the connections you have.  Remember, this is a normal part of the process of adjusting. You're doing something brave by being in a new country. Is there anything specific on your mind, or anything you'd like to talk through right now?",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh, I'm so sorry to hear you're feeling that way. That's a really tough and incredibly common feeling to have when you're alone in an empty house. It's completely natural for loneliness to creep in and feel quite heavy.  Please know you're definitely not alone in experiencing that. Many people find the quietness or emptiness difficult.  When those feelings arise, sometimes just filling the space can help – maybe with some comforting music, a podcast, or even a familiar TV show playing in the background. Or perhaps reaching out to a friend or family member, even with a quick text, could make a difference.  Is there anything you usually find comforting in these moments, or anything you'd like to talk about more right now? I'm here to listen.",0.9,0.8,0.9,0.9,0.8,0.2,0.875,-0.35835739835078595,1.233357398350786
"Oh, that sounds incredibly tough. Moving to a new state for work is a huge undertaking already, and then trying to build a whole new social circle on top of that can feel really daunting and even lonely. It's completely normal to feel this way, and please know you're definitely not alone in experiencing this.  It takes time and effort to cultivate new friendships, and you're starting from scratch in a new environment. Be kind to yourself through this process.  Here are a few thoughts and suggestions that might help, based on what others in similar situations have found useful:  1.  **Leverage Your Work Connections:** Since you moved for work, your colleagues are a built-in social network.     *   **Lunch/Coffee Breaks:** Suggest grabbing lunch or coffee with coworkers.     *   **After-Work Drinks/Activities:** If there are happy hours or company-sponsored events, definitely go!     *   **Workplace Clubs/Sports:** Some companies have internal sports leagues, book clubs, or social groups.     *   **Mentor/Mentee Programs:** Even professional relationships can sometimes spark personal connections.  2.  **Explore Your Hobbies and Interests:** This is often the best way to meet people with whom you already share common ground.     *   **Classes:** Cooking, art, pottery, language, fitness classes (yoga, spinning, martial arts).     *   **Sports Leagues:** Adult recreational sports (kickball, volleyball, bowling, running clubs) are fantastic for meeting people.     *   **Book Clubs:** Check local libraries or bookstores.     *   **Volunteering:** Find a cause you care about and volunteer your time. You'll meet like-minded, compassionate people.  3.  **Utilize Technology & Local Resources:**     *   **Meetup.com:** Search for groups based on *any* interest – hiking, board games, coding, foodies, specific age groups, etc.     *   **Local Facebook Groups:** Look for groups for ""newcomers in [your city],"" ""[your city] young professionals,"" or groups related to your hobbies.     *   **Eventbrite/Local Calendars:** Check your city's official website, local newspapers, or university community calendars for events, festivals, and workshops.     *   **Nextdoor App:** While often neighborhood-focused, it can sometimes highlight local events or small groups.  4.  **Be Open and Proactive:**     *   **Say ""Yes"" More Often:** If someone invites you out, try to go, even if you're feeling tired.     *   **Initiate Plans:** Once you've met someone you connect with, don't be afraid to suggest getting together again. ""It was great chatting, would you be open to grabbing coffee sometime next week?""     *   **Be a Regular:** Frequent the same coffee shop, gym, or bar. The staff might recognize you, and you might start to see familiar faces.  5.  **Manage Expectations & Be Patient:**     *   **Friendship Takes Time:** Building deep connections doesn't happen overnight. It takes repeated interactions and shared experiences.     *   **It's a Numbers Game:** You might meet a lot of people before you find a few you truly click with, and that's okay. Don't take it personally if a connection doesn't pan out.  Remember, the fact that you're actively trying means you're already doing the most important part. Keep putting yourself out there, even when it feels uncomfortable, and eventually, you will start to build those new connections.  What kind of activities do you enjoy, or what was your social life like before you moved? Maybe we can brainstorm some more specific ideas!",0.9,0.8,0.9,0.9,0.8,0.1,0.875,-0.4011342849479459,1.276134284947946
"Oh, I am so incredibly sorry to hear about the loss of your dog. That is truly heartbreaking.  It's completely understandable that you feel so lonely right now. Our dogs aren't just pets; they are cherished family members who fill our lives with immense love, comfort, and companionship. The silence they leave behind can be deafening, and the emptiness they create is immense.  Please know that what you're feeling is a completely natural and valid response to such a profound loss. There's no right or wrong way to grieve, and it takes time to process such a deep sorrow.  You don't have to go through this alone. If you want to talk about your dog, share a memory, or just express how you're feeling, I'm here to listen. Please be gentle and kind to yourself during this incredibly difficult time.",0.9,0.8,0.9,0.9,0.7,0.1,0.875,-0.4422303560457262,1.3172303560457261
"Oh, I'm so incredibly sorry to hear that. Breakups are truly difficult, and I can only imagine how tough yesterday and today must be for you.  Please know it's completely normal to feel a wide range of emotions right now. Take your time to process everything. I'm here to listen if you want to talk more about it, or if there's anything else on your mind.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, that sounds incredibly draining and stressful. It's totally understandable that you were nervous – moving is a huge undertaking with so many details and unknowns, and then to follow it up with a long drive... that's a lot to manage.  You must be absolutely exhausted, both mentally and physically. What a relief to have that part behind you. How are you feeling now that the drive is over?",0.9,0.8,0.9,0.9,0.7,0.4,0.875,-0.31402092534699755,1.1890209253469974
"Oh, that's a really unsettling feeling to have! It's completely understandable to be worried about not waking up, especially if you have something important coming up or if you've had trouble with alarms before. That anxiety itself can sometimes make it harder to relax and sleep well.  Let's brainstorm some ways to help put your mind at ease and increase your chances of waking up:  1.  **Set Multiple Alarms:** Not just two, but maybe three or even four, staggered a few minutes apart. Use different sounds for each if possible, so your brain doesn't just tune one out. 2.  **Place Your Alarm Away From Your Bed:** This forces you to physically get up to turn it off, which is a great first step to waking fully. 3.  **Use a Backup System:** If you have another phone, a smart speaker, or even an old-fashioned alarm clock, set that as a secondary or tertiary alarm. 4.  **Change Your Alarm Tone:** Sometimes we get used to a sound. A new, jarring, or very different sound can be more effective. 5.  **Consider an Alarm App:** Some apps have features like requiring you to solve a math problem, shake your phone vigorously, or scan a QR code in another room to turn off the alarm. 6.  **Prioritize Sleep Tonight:** The better rested you are, the easier it will be to wake up naturally. Try to get to bed a bit earlier if you can. 7.  **Visualize Success:** Before you go to sleep, take a moment to visualize yourself hearing the alarm, getting out of bed, and starting your day successfully. This can sometimes help your mind prepare.  Which of these sounds most helpful to you, or is there anything specific you're worried about that we could address? We can definitely find a strategy that works!",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, please don't apologize at all! Your priority is absolutely my priority, and wanting to get this email just right for a company you're excited about is completely understandable. It's a big moment, and you definitely want to make a strong, positive impression.  I'm here to help you craft an email that makes you feel confident and shines a light on how great you are. Let's make sure it's perfect!  To get started, could you tell me a little bit about:  1.  **What kind of email is this?** (e.g., a cover letter for a job application, a follow-up after an interview, an inquiry about an open position, accepting an offer, etc.) 2.  **What key points do you want to make sure you include?** 3.  **Do you have any specific concerns about the tone, wording, or anything else?**  No rush, just tell me whatever you have so far, and we'll work on it together!",0.9,0.8,0.9,0.9,0.7,0.1,0.875,-0.4422303560457262,1.3172303560457261
"Oh, that's a fantastic choice for a rewatch! There's so much to unpack in Game of Thrones.  Are you starting from the very beginning, or jumping to some of your favorite seasons or character arcs? Are you noticing anything new this time around?",0.0,0.8,0.0,0.8,0.0,0.0,0.4,-0.3799489622552249,0.7799489622552249
"Oh, how exciting! That's such a special moment to look forward to. The anticipation must be incredible!  I hope you have a wonderful time finding out tomorrow, and congratulations on your little one, whether it's a boy or a girl! Enjoy every second of this precious journey.",0.8,0.9,0.7,0.9,0.6,0.2,0.8250000000000001,-0.40113428494794595,1.226134284947946
"Oh, that's a completely valid and understandable feeling. The start of a big, busy period can feel incredibly daunting and overwhelming for anyone, and it's natural to feel that apprehension when you know the intensity is about to ramp up.  It sounds like you're carrying a lot of stress about what's to come. Please know that it's okay to feel scared. Many people feel this way when facing intense work periods.  Try to remember: *   **Take it one step at a time:** Instead of looking at the whole period, focus on just today, or even just the next task. *   **You've handled challenges before:** You have skills and experience that will help you navigate this. *   **Prioritize self-care:** Even small moments for yourself – a quick break, a good meal, a few deep breaths – can make a difference. *   **Lean on your support system:** If you have colleagues or a manager you trust, don't hesitate to communicate your concerns or ask for help if you need it.  What's making you feel most scared about it right now? I'm here to listen if you want to talk more about it.",0.9,0.8,0.9,0.9,0.8,0.1,0.875,-0.4011342849479459,1.276134284947946
"Oh, I can absolutely hear how scared and nervous you're feeling about your upcoming job interview. That's such a common and completely valid emotion, especially when something important is on the line and you really want to do well. You are definitely not alone in experiencing that kind of anxiety.  It's completely natural to feel that pressure, wanting to present your best self and hoping everything goes perfectly.  But remember, an interview is also an opportunity for *you* to learn about the role and the company, and to see if it's a good fit for *you*. It's a two-way conversation, not just a test.  Is there anything specific making you feel particularly anxious right now? Sometimes just talking through those worries, or focusing on what you can control, can help ease some of those nerves.  We could brainstorm ways to prepare, practice some common questions, or even just talk about techniques to calm your nerves before and during the interview. What feels like it would be most helpful for you in this moment?",0.9,0.8,0.9,0.9,0.7,0.1,0.875,-0.4422303560457262,1.3172303560457261
"Oh, I'm so sorry to hear that. That sounds like a really frightening and difficult time for you. It's completely understandable to feel scared and worried when a parent is in the hospital – that's a truly unsettling experience, and it's natural for your mind to go to all sorts of places.  It takes a lot of emotional strength to go through something like that. How are you feeling about it now?",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, I can absolutely feel that energy coming through! Counting down every last second means you're brimming with excitement and anticipation for this new chapter, and that's just wonderful. It sounds like you're incredibly ready for it to begin!  It's a really special feeling to be so enthusiastic about a new start. What are you most looking forward to about your new role?",0.8,0.9,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh, it's completely understandable that you're feeling nervous about your upcoming job interview. That kind of anticipation can really get to you, and it's totally normal to have it on your mind a lot.  Most people feel a bit of a knot in their stomach before something so important, and often, that nervousness is a sign that you really care about this opportunity.  Would you like to talk about what specifically is making you feel anxious, or perhaps just brainstorm some ways to prepare and feel a bit more confident? I'm here to listen.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh no, I'm really sorry to hear that. Feeling ""crushed"" is a powerful word, and it makes perfect sense that you'd feel that way when you were hoping for a day off and it didn't get approved. That must have been incredibly disappointing and frustrating.  I'm here to listen if you'd like to talk more about it or just vent about what happened.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, that sounds incredibly frustrating and disheartening. It takes a lot of effort and determination to try and repair your credit, and when you don't see the results you're hoping for, it's completely understandable to feel discouraged and like you're hitting a wall.  Getting a car is often a necessity, not just a want, and dealing with credit challenges on top of that can feel like an overwhelming hurdle. Please know you're definitely not alone in this experience; many people face similar struggles and find it tough to navigate.  It's clear you've been working hard on this, and that effort itself is commendable. While I can't offer specific financial advice, I can certainly help you think through some common strategies people explore in situations like this, or perhaps look for resources that might offer different perspectives.  Would you like to talk more about how you're feeling, or perhaps explore some general options that others have found helpful?",0.9,0.8,0.9,0.9,0.8,0.1,0.875,-0.4011342849479459,1.276134284947946
"Oh, I am so incredibly sorry to hear that. Losing two beloved uncles, especially so close together, must be incredibly difficult and heartbreaking.  Please accept my deepest condolences during this very painful time. That's a tremendous amount of grief to process in such a short period. It's natural to feel overwhelmed, sad, or even numb. There's no right or wrong way to feel right now.  Please know I'm here to listen if you'd like to talk more about them, share memories, or just express what you're going through. You don't have to go through this alone.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, I am so incredibly sorry to hear that. Losing your grandmother is such a profound loss, and it's completely natural to feel devastated, especially when it feels like you weren't prepared to deal with it. There's really no way to truly prepare for something like that, and those feelings of being caught off guard can make the pain even more intense.  Please know that it's okay to feel everything you're feeling right now. Grief takes its own path, and there's no right or wrong way to experience it. I'm here to listen if you want to talk more about her, or just about how you're coping.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, I am so incredibly sorry to hear about the loss of your friend. That is truly heartbreaking news.  Receiving such devastating information is difficult enough on its own, but for it to happen while you were in an ""occasion"" must have been incredibly shocking and jarring. The contrast between the setting and the news must have made it even more surreal and painful to process.  Please know that it's completely understandable to feel overwhelmed, heartbroken, or a mix of many emotions right now. Be gentle with yourself as you navigate this immense sadness. I'm here to listen if you want to talk more about it, or if you just need a space to express what you're feeling.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, I am so incredibly sorry to hear that. Losing your brother must be an immense pain, and for it to happen so quickly, without any time to prepare, is just heartbreaking. There's a particular kind of shock and sorrow that comes with such a sudden loss, and it can feel so incredibly unfair.  Please know I'm sending my deepest condolences to you and your family during this incredibly difficult time. It's okay to feel whatever you're feeling right now.",0.9,0.8,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh, no, that's such a bummer! It's truly heartbreaking when a beloved toy meets an untimely end, especially one that was ""amazing."" I can only imagine how special that truck must have been to you.  Even though it broke, it sounds like it left you with some wonderful memories. What was it about that truck that made it so amazing?",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, I am so incredibly sorry to hear that. Losing a brother is a profound and devastating loss. My heart goes out to your friend and their family during such a heartbreaking time.  It's natural to feel ""so sad"" for them, because it truly is one of the most difficult experiences anyone can go through. Thank you for sharing that with me; it sounds like you care deeply about your friend.",0.9,0.8,0.9,0.9,0.7,0.2,0.875,-0.40113428494794595,1.276134284947946
"Oh no, that sounds incredibly frustrating and disheartening. Going through something three times and still not getting the result you hoped for is really tough. It's completely understandable to feel that way.  I'm really sorry you're experiencing this right now. Please know it's okay to feel disappointed.",0.9,0.8,0.9,0.9,0.7,0.0,0.875,-0.48154979836430795,1.356549798364308
"Oh, my heart truly goes out to you. That sounds like an absolutely devastating and incredibly complex experience. To have your husband involved in such a traumatic accident, and then to tragically lose someone you knew in it – that must have been unbelievably painful and confusing for everyone involved.  It's completely understandable that even after a couple of years, the impact of such an event would still be very much present and bring up a lot of difficult emotions. There's no timeline for healing from something so profound.  I am so deeply sorry for the immense pain and grief you and your husband have endured, and for the loss of your friend. Please know I'm here to listen, without judgment, if you'd like to share more about how this has affected you or what you're feeling now.",0.9,0.8500000000000001,0.9,0.9,0.8,0.1,0.8875,-0.4115700556740224,1.2990700556740222
